"raw_relative_path","table_name","column_name","storage_type","reported_unit","semantic_role","missing_value_codes","quality_flag_meaning","example_values","inventory_state"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Taxon type","character","","taxon","blank","","FYTPT|DIATM|AANTFTE","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Taxon groep","character","","taxon","blank","","HITAX|MISCE|ARAPH","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Taxon naam","character","","taxon","blank","","RAPHI|ARAPH|BIPOL","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Aantal","character","","measurement","blank","","","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Waarde","character","0,000000|0,200000|0,400000|0,500000|0,700000|0,900000|1,000000|1,100000|1,200000|1,300000|1,500000|1,700000|1,800000|10,800000|11,000000|17,400000|18,800000|2,000000|2,200000|2,400000|2,700000|2,900000|3,700000|30,300000|30,500000|8,400000|N/L|N/ML|PROCENT","measurement","blank","","82,000000|500,000000|245,000000","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Eenheid","character","","measurement","blank","","N/L|PROCENT|2,400000","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Collectie commentaar","character","","provenance_or_context","blank","","Pc523|Pc504|Pc529","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","LengthClass","character","","method","blank","","Dc010|Dc015|Dc052","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","MeasurementPackage","character","","method","blank","","FP.AC|DT.AB","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Capacity","character","","method","blank","","DT.AB|wn|cel","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","SamplingMethod","character","","method","blank","","FYTPT_S521|DIATM_S001|FYTPT_S001","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Supplier","character","","method","blank","","RWS|DIATM_S001","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","AnalysisMethod","character","","method","blank","","FYTPT_A521|DIATM_A001|DIATM_A002","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","LifeForm","character","","taxon_context","blank","","LV-CEL|DIATM_A003|LV-KOL","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Purpose","character","","method","blank","","MT|LV-CEL","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","AnalysisPackage","character","","method","blank","","MT|FP.AB","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","Appearance","character","","taxon_context","blank","","VV-N","present"
"stage2/ds02_rws/RWSNL_Observations_FYTPT_DIATM_4.csv","Waterinfo_Export","LifeStage","character","","taxon_context","blank","","LS-FL|LS-PH|LS-AD","present"
