"provider_dataset_id","provider_version","raw_relative_path","source_rows","unique_sample_ids","unique_dates","earliest_date","latest_date","unique_stations","core_rows","external_transfer_rows","outside_domain_rows","carbon_rows","biovolume_rows","abundance_or_count_rows","method_metadata_rows","parameters","units"
"SHARK_Phytoplankton_2024_NIRAS_OVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_NIRAS_OVVF_version_2025-03-09.zip",573,12,12,"2024-01-30","2024-12-11",1,0,0,573,125,124,324,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_NIRAS_VHVVF_BKVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_NIRAS_VHVVF_BKVF_version_2025-03-09.zip",1670,36,24,"2024-01-25","2024-12-13",3,0,0,1670,385,381,904,0,"# counted|Abundance|Abundance class|Biovolume concentration|Carbon concentration","class|ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SMHI","2025-03-13","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SMHI_version_2025-03-13.zip",10028,37,29,"2024-01-11","2024-12-15",3,0,10028,0,2507,2507,5014,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SMHI_ALGX","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SMHI_ALGX_version_2025-03-09.zip",2183,12,9,"2024-06-02","2024-07-18",7,0,0,2183,546,545,1092,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SMHI_BVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SMHI_BVVF_version_2025-03-09.zip",23544,144,25,"2024-01-08","2024-12-03",6,0,23544,0,4621,4621,14302,0,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SMHI_SLV_biotox","2025-03-11","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SMHI_SLV_biotox_version_2025-03-11.zip",1306,180,81,"2024-01-14","2024-12-15",6,0,892,414,0,0,1306,0,"# counted HAB|Abundance HAB","ind/analysed sample fraction|ind/l or 100 um pieces/l"
"SHARK_Phytoplankton_2024_SWECO_DVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SWECO_DVVF_version_2025-03-09.zip",796,6,2,"2024-06-11","2024-08-15",4,0,0,796,199,199,398,796,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SWECO_LVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SWECO_LVVVF_version_2025-03-09.zip",276,4,2,"2024-07-08","2024-08-14",2,0,0,276,69,69,138,276,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SWECO_MSVVF","2025-03-17","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SWECO_MSVVF_version_2025-03-17.zip",744,6,4,"2024-07-17","2024-08-20",3,0,0,744,186,186,372,744,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SWECO_NLST","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SWECO_NLST_version_2025-03-09.zip",6786,43,11,"2024-01-10","2024-11-06",2,0,6786,0,1271,1271,4244,6786,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SWECO_NORKOM","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SWECO_NORKOM_version_2025-03-09.zip",212,2,2,"2024-07-03","2024-08-06",1,0,0,212,53,53,106,212,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
"SHARK_Phytoplankton_2024_SWECO_UVVVF","2025-03-09","stage2/ds06_smhi_shark/DS06_SMHI_SHARK_20260808T191500Z/SHARK_Phytoplankton_2024_SWECO_UVVVF_version_2025-03-09.zip",2332,12,2,"2024-07-09","2024-08-13",6,0,0,2332,583,583,1166,2332,"# counted|Abundance|Biovolume concentration|Carbon concentration","ind/analysed sample fraction|ind/l or 100 um pieces/l|mm3/l|ugC/l"
