"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state"
"DS07","Pyramimonas","134529","","sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,4,310,"multiple_size_or_stage_candidates"
"DS07","Pyramimonas virginica","134559","","sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,3,6,"multiple_size_or_stage_candidates"
"DS07","Pyrocystis","109571","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Pyrophacus","109555","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Pyrophacus horologium","232598","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",4,4322,12657,"multiple_size_or_stage_candidates"
"DS07","Raphiated diatom <20","148899","2","diatom, sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",731,"reported_aphia_id",0,,,"unmatched"
"DS07","Raphiated Diatom <20","148899","2","diatom, sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",308,"reported_aphia_id",0,,,"unmatched"
"DS07","Raphiated diatom >50","148899","1","diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",316,"reported_aphia_id",0,,,"unmatched"
"DS07","Raphiated diatom 20-50","148899","1","diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",388,"reported_aphia_id",0,,,"unmatched"
"DS07","Rhaphoneis","149065","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Rhaphoneis amphiceros","149066","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Rhizosolenia","149069","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",689,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia <10","149069","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",735,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia >20","149069","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",647,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia >20","149069","2","diatom, sm_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",619,"reported_aphia_id_and_size_class",1,94,94,"unique_authority_row_candidate"
"DS07","Rhizosolenia 10-20","149069","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",738,"reported_aphia_id",5,94,45101,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia hebetata","149070","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,229,4327,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia hebetata","967945","","diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Rhizosolenia hebetata f. semispina","149071","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,229,4327,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia imbricata","149116","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,1233,2213,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia imbricata","967946","","diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Rhizosolenia setigera","149115","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",869,"reported_aphia_id",9,274,27368,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia setigera f. pungens","547544","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",8,197,2835,"multiple_size_or_stage_candidates"
"DS07","Rhizosolenia styliformis","149629","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,7591,10724,"multiple_size_or_stage_candidates"
"DS07","Rhoicosphenia abbreviata","175794","","diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,34,103,"multiple_size_or_stage_candidates"
"DS07","Ribbon-forming pennate diatoms","148899","","diatom, phytoplankton","abundance","not_reported_in_plet_export",330,"reported_aphia_id",0,,,"unmatched"
"DS07","Scenedesmus","160602","","lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",5,13,239,"multiple_size_or_stage_candidates"
"DS07","Scrippsiella","109545","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Scrippsiella trochoidea","110172","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Silicoflagellates","157256","","lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Skeletonema","149073","","diatom, sm_phyto, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,4,14,"multiple_size_or_stage_candidates"
"DS07","Skeletonema costatum","149074","","diatom, sm_phyto, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Spatulodinium pseudonoctiluca","109923","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,63249,63249,"unique_authority_row_candidate"
"DS07","Stephanopyxis","149630","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Stephanopyxis turris","149631","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,1173,1173,"unique_authority_row_candidate"
"DS07","Stephanopyxis turris","965294","","diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Striatella unipunctata","149177","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,2196,2196,"unique_authority_row_candidate"
"DS07","Surirella","149084","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",4,89,20153,"multiple_size_or_stage_candidates"
"DS07","Synedra","149186","","diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,15,61,"multiple_size_or_stage_candidates"
"DS07","Tabellaria","149333","","diatom, sm_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Teleaulax","106285","","sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",4,10,47,"multiple_size_or_stage_candidates"
"DS07","Teleaulax acuta","106305","","sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,20,47,"multiple_size_or_stage_candidates"
"DS07","Teleaulax amphioxeia","106306","","sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,10,35,"multiple_size_or_stage_candidates"
"DS07","Thalassionema","149092","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Thalassionema frauenfeldii","555052","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,43,229,"multiple_size_or_stage_candidates"
"DS07","Thalassionema nitzschioides","149093","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",9,20,146,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira","148912","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",637,"reported_aphia_id",12,8,6548,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira <10","148912","2","diatom, sm_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",534,"reported_aphia_id_and_size_class",1,45,45,"unique_authority_row_candidate"
"DS07","Thalassiosira >50","148912","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",509,"reported_aphia_id_and_size_class",1,8,8,"unique_authority_row_candidate"
"DS07","Thalassiosira 10-50","148912","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",643,"reported_aphia_id",12,8,6548,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira angulata","148913","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",8,254,2494,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira anguste-lineata","148914","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",12,343,4967,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira conferta","148912","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",459,"reported_aphia_id",12,8,6548,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira constricta","345531","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Thalassiosira decipiens","148919","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,274,1793,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira gravida","149102","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,144,853,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira hyalina","149100","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,746,746,"unique_authority_row_candidate"
"DS07","Thalassiosira minima","960559","","diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Thalassiosira nordenskioeldii","148931","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,100,882,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira punctigera","148936","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,1420,3474,"multiple_size_or_stage_candidates"
"DS07","Thalassiosira rotula","148942","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Thalassiosira weissflogii","163513","","diatom, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Thalassiothrix longissima","157083","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,422,422,"unique_authority_row_candidate"
"DS07","Torodinium","109479","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,681,681,"unique_authority_row_candidate"
"DS07","Torodinium robustum","109889","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",7,317,858,"multiple_size_or_stage_candidates"
"DS07","Treubaria","576713","","phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Triceratium","149154","","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Trieres","836581","","diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Trieres mobiliensis","839991","","diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",1,3756,3756,"unique_authority_row_candidate"
"DS07","Trieres regia","149094","","diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Trieres regia","839996","","diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,6065,12843,"multiple_size_or_stage_candidates"
"DS07","Trigonium alternans","699394","","diatom, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Tripos","109506","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",855,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS07","Tripos <20","109506","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",840,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS07","Tripos >50","109506","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",841,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS07","Tripos >50","494057","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS07","Tripos 20-50","109506","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",851,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS07","Tripos 20-50","494057","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",866,"reported_aphia_id",1,3343,3343,"unique_authority_row_candidate"
"DS07","Tripos furca","840627","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos, potentially_toxic/nuisance_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,3046,7988,"multiple_size_or_stage_candidates"
"DS07","Tripos fusus","840626","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,1339,2777,"multiple_size_or_stage_candidates"
"DS07","Tripos horridus","837453","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",3,2882,9194,"multiple_size_or_stage_candidates"
"DS07","Tripos lineatus","837459","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos, potentially_toxic/nuisance_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",5,681,3694,"multiple_size_or_stage_candidates"
"DS07","Tripos longipes","841259","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,5457,9194,"multiple_size_or_stage_candidates"
"DS07","Tripos macroceros","1391716","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Tripos macroceros","841260","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",2,4036,7168,"multiple_size_or_stage_candidates"
"DS07","Tripos minutus","109969","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Tripos minutus","841263","","dinoflagellate, phytoplankton","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS07","Tripos muelleri","495363","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",6,1649,19998,"multiple_size_or_stage_candidates"
"DS07","Tripos setaceus","109977","","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",868,"reported_aphia_id",0,,,"unmatched"
"DS16","Achnanthes longipes","156533","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Alexandrium <20","109470","2","dinoflagellate, sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",809,"reported_aphia_id_and_size_class",1,1356,1356,"unique_authority_row_candidate"
"DS16","Alexandrium >20","109470","1","dinoflagellate, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",844,"reported_aphia_id_and_size_class",1,909,909,"unique_authority_row_candidate"
"DS16","Alexandrium spp. Not measured","109470","","dinoflagellate, phytoplankton","abundance","not_reported_in_plet_export",829,"reported_aphia_id",7,909,7723,"multiple_size_or_stage_candidates"
"DS16","Amphidinium crassum","109726","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,160,160,"unique_authority_row_candidate"
"DS16","Amphidinium sphenoides","109754","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,99,99,"unique_authority_row_candidate"
"DS16","Amphidinium spp.","109473","1","dinoflagellate, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,15,15,"unique_authority_row_candidate"
"DS16","Amphidoma caudata","110005","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Amylax triacantha","110007","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,815,815,"unique_authority_row_candidate"
"DS16","Asterionella glacialis","148955","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Asterionella spp.","148953","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","athecate dinos","109392","","dinoflagellate, phytoplankton","abundance","not_reported_in_plet_export",688,"reported_aphia_id",0,,,"unmatched"
"DS16","Athecate dinos >20um","109392","1","dinoflagellate, phytoplankton","abundance","not_reported_in_plet_export",722,"reported_aphia_id",0,,,"unmatched"
"DS16","Athectae dinos <20um","109392","2","dinoflagellate, phytoplankton","abundance","not_reported_in_plet_export",834,"reported_aphia_id",0,,,"unmatched"
"DS16","Azadinium spp","391508","2","dinoflagellate, sm_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",1,88,88,"unique_authority_row_candidate"
"DS16","Bacteriastrum spp","149118","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Bellerochea spp.","149305","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Biddulphia spp","148967","1","diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Centric diatom <20","341285","2","diatom, sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",826,"reported_aphia_id",0,,,"unmatched"
"DS16","Centric diatom >20","341285","1","diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",838,"reported_aphia_id",0,,,"unmatched"
"DS16","Centric diatom spp. Not measured","341285","","diatom, phytoplankton","abundance","not_reported_in_plet_export",823,"reported_aphia_id",0,,,"unmatched"
"DS16","Cerataulina pelagica","149619","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,74,74,"unique_authority_row_candidate"
"DS16","Cerataulina sp.","149236","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ceratium furca","109950","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ceratium fusus","109951","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ceratium horridum","109956","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ceratium lineatum","109963","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ceratium minutum","109969","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ceratium tripos","109982","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ceratium>20","109506","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,3343,3343,"unique_authority_row_candidate"
"DS16","Chaetoceros < 20","148985","2","diatom, sm_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",784,"reported_aphia_id_and_size_class",1,10,10,"unique_authority_row_candidate"
"DS16","Chaetoceros >20","148985","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",618,"reported_aphia_id_and_size_class",1,4,4,"unique_authority_row_candidate"
"DS16","Chaetoceros danicus","149120","","diatom, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",11,54,680,"multiple_size_or_stage_candidates"
"DS16","Chaetoceros socialis","149123","2","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,19,19,"unique_authority_row_candidate"
"DS16","Chaetoceros spp.","148985","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",674,"reported_aphia_id",16,2,302,"multiple_size_or_stage_candidates"
"DS16","Chain diatoms","148899","","diatom, phytoplankton","abundance","not_reported_in_plet_export",747,"reported_aphia_id",0,,,"unmatched"
"DS16","Chain diatoms <20","148899","2","diatom, sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",752,"reported_aphia_id",0,,,"unmatched"
"DS16","Chain diatoms >20um","148899","1","diatom, lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",744,"reported_aphia_id",0,,,"unmatched"
"DS16","Ciliates","125741","","","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Cocolithophores","235993","2","sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Corethron hystrix","179596","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Coscinodiscus spp","148917","1","diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,446,446,"unique_authority_row_candidate"
"DS16","Cryptophytes","17639","2","sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Cylindrotheca closterium","149004","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",5,4,31,"multiple_size_or_stage_candidates"
"DS16","Dactyliosolen fragilissimus","149310","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,56,56,"unique_authority_row_candidate"
"DS16","Detonula confervacea","149286","2","diatom, sm_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,75,75,"unique_authority_row_candidate"
"DS16","Detonula pumila","149647","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",1,315,315,"unique_authority_row_candidate"
"DS16","Detonula spp.","149285","","diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Dicroeri2a spp","231762","","dinoflagellate, phytoplankton","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Dictyocha fibula","157463","1","lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,151,151,"unique_authority_row_candidate"
"DS16","Dictyocha speculum","157260","1","lg_phyto, phytoplankton","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Dinophysis acuminata","109603","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,636,636,"unique_authority_row_candidate"
"DS16","Dinophysis acuminata/norvegica complex","109462","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",836,"reported_aphia_id_and_size_class",1,137,137,"unique_authority_row_candidate"
"DS16","Dinophysis acuta","109604","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,3848,3848,"unique_authority_row_candidate"
"DS16","Dinophysis dens","109616","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,1665,1665,"unique_authority_row_candidate"
"DS16","Dinophysis spp. 30 - 50 µm","109462","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",849,"reported_aphia_id_and_size_class",1,137,137,"unique_authority_row_candidate"
"DS16","Dinophysis spp. Not measured","109462","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",840,"reported_aphia_id_and_size_class",1,137,137,"unique_authority_row_candidate"
"DS16","Diplosalsis spp.","109516","1","dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Ditylum brightwelli","149023","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id_and_size_class",1,556,556,"unique_authority_row_candidate"
"DS16","Eucampia sp.","149130","1","diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
"DS16","Eucampia zoodiacus","616809","1","diatom, phytoplankton","abundance","not_reported_in_plet_export",865,"reported_aphia_id",0,,,"unmatched"
