"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state","accepted_aphia_id","accepted_name","accepted_rank","taxonomy_resolution_state","authority_candidate_rows","authority_match_route","candidate_carbon_pg_lower","candidate_carbon_pg_central","candidate_carbon_pg_upper","conversion_readiness_state"
"DS06","Closterium parvulum",162727,,"","# counted","ind/analysed sample fraction",1,"reported_aphia_id",1,418,418,"unique_authority_row_candidate","162727","Closterium parvulum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",418,418,418,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Closterium parvulum",162727,,"","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",1,418,418,"unique_authority_row_candidate","162727","Closterium parvulum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",418,418,418,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Closterium parvulum",162727,,"","Carbon concentration","ugC/l",1,"reported_aphia_id",1,418,418,"unique_authority_row_candidate","162727","Closterium parvulum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",418,418,418,"provider_carbon_route_conversion_not_required"
"DS06","Closterium strigosum",578388,,"","# counted","ind/analysed sample fraction",1,"reported_aphia_id",2,946,1320,"multiple_size_or_stage_candidates","578388","Closterium strigosum","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",946,,1320,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Closterium strigosum",578388,,"","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",2,946,1320,"multiple_size_or_stage_candidates","578388","Closterium strigosum","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",946,,1320,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Closterium strigosum",578388,,"","Biovolume concentration","mm3/l",1,"reported_aphia_id",2,946,1320,"multiple_size_or_stage_candidates","578388","Closterium strigosum","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",946,,1320,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Closterium strigosum",578388,,"","Carbon concentration","ugC/l",1,"reported_aphia_id",2,946,1320,"multiple_size_or_stage_candidates","578388","Closterium strigosum","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",946,,1320,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coccolithophyceae",,,"","# counted","ind/analysed sample fraction",1,"no_match_key",0,,,"unmatched","592906","Coccolithophyceae","Class","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS06","Coccolithophyceae",,,"","Abundance","ind/l or 100 um pieces/l",1,"no_match_key",0,,,"unmatched","592906","Coccolithophyceae","Class","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS06","Coccolithophyceae",,,"","Biovolume concentration","mm3/l",1,"no_match_key",0,,,"unmatched","592906","Coccolithophyceae","Class","reported_name_exactly_resolved_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS06","Coccolithophyceae",115057,,"","# counted","ind/analysed sample fraction",2,"reported_aphia_id",0,,,"unmatched","592906","Coccolithophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS06","Coccolithophyceae",115057,,"","Abundance","ind/l or 100 um pieces/l",6,"reported_aphia_id",0,,,"unmatched","592906","Coccolithophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS06","Coccolithophyceae",115057,,"","Biovolume concentration","mm3/l",5,"reported_aphia_id",0,,,"unmatched","592906","Coccolithophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS06","Coccolithophyceae",115057,,"","Carbon concentration","ugC/l",1,"reported_aphia_id",0,,,"unmatched","592906","Coccolithophyceae","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS06","Cocconeis",148989,,"","# counted","ind/analysed sample fraction",4,"reported_aphia_id",1,155,155,"unique_authority_row_candidate","148989","Cocconeis","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",155,155,155,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Cocconeis",148989,,"","Abundance","ind/l or 100 um pieces/l",4,"reported_aphia_id",1,155,155,"unique_authority_row_candidate","148989","Cocconeis","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",155,155,155,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Cocconeis",148989,,"","Biovolume concentration","mm3/l",3,"reported_aphia_id",1,155,155,"unique_authority_row_candidate","148989","Cocconeis","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",155,155,155,"provider_biovolume_route_requires_registered_carbon_equation"
"DS06","Cocconeis",148989,,"","Carbon concentration","ugC/l",3,"reported_aphia_id",1,155,155,"unique_authority_row_candidate","148989","Cocconeis","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",155,155,155,"provider_carbon_route_conversion_not_required"
"DS06","Cocconeis placentula",148990,,"","# counted","ind/analysed sample fraction",32,"reported_aphia_id",9,20,472,"multiple_size_or_stage_candidates","148990","Cocconeis placentula","Species","provider_aphia_id_validated_by_worms",9,"accepted_aphia_id",20,,472,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis placentula",148990,,"","Abundance","ind/l or 100 um pieces/l",32,"reported_aphia_id",9,20,472,"multiple_size_or_stage_candidates","148990","Cocconeis placentula","Species","provider_aphia_id_validated_by_worms",9,"accepted_aphia_id",20,,472,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis placentula",148990,,"","Abundance class","class",1,"reported_aphia_id",9,20,472,"multiple_size_or_stage_candidates","148990","Cocconeis placentula","Species","provider_aphia_id_validated_by_worms",9,"accepted_aphia_id",20,,472,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis placentula",148990,,"","Biovolume concentration","mm3/l",32,"reported_aphia_id",9,20,472,"multiple_size_or_stage_candidates","148990","Cocconeis placentula","Species","provider_aphia_id_validated_by_worms",9,"accepted_aphia_id",20,,472,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis placentula",148990,,"","Carbon concentration","ugC/l",32,"reported_aphia_id",9,20,472,"multiple_size_or_stage_candidates","148990","Cocconeis placentula","Species","provider_aphia_id_validated_by_worms",9,"accepted_aphia_id",20,,472,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis scutellum var. scutellum",163880,,"","# counted","ind/analysed sample fraction",2,"reported_aphia_id",3,19,54,"multiple_size_or_stage_candidates","163880","Cocconeis scutellum var. scutellum","Variety","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",19,,54,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis scutellum var. scutellum",163880,,"","Abundance","ind/l or 100 um pieces/l",3,"reported_aphia_id",3,19,54,"multiple_size_or_stage_candidates","163880","Cocconeis scutellum var. scutellum","Variety","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",19,,54,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis scutellum var. scutellum",163880,,"","Biovolume concentration","mm3/l",1,"reported_aphia_id",3,19,54,"multiple_size_or_stage_candidates","163880","Cocconeis scutellum var. scutellum","Variety","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",19,,54,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cocconeis scutellum var. scutellum",163880,,"","Carbon concentration","ugC/l",3,"reported_aphia_id",3,19,54,"multiple_size_or_stage_candidates","163880","Cocconeis scutellum var. scutellum","Variety","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",19,,54,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cochlodinium",109474,,"","# counted","ind/analysed sample fraction",36,"reported_aphia_id",3,599,2925,"multiple_size_or_stage_candidates","109474","Cochlodinium","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",599,,2925,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cochlodinium",109474,,"","Abundance","ind/l or 100 um pieces/l",36,"reported_aphia_id",3,599,2925,"multiple_size_or_stage_candidates","109474","Cochlodinium","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",599,,2925,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cochlodinium",109474,,"","Biovolume concentration","mm3/l",5,"reported_aphia_id",3,599,2925,"multiple_size_or_stage_candidates","109474","Cochlodinium","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",599,,2925,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cochlodinium",109474,,"","Carbon concentration","ugC/l",7,"reported_aphia_id",3,599,2925,"multiple_size_or_stage_candidates","109474","Cochlodinium","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",599,,2925,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Cochlodinium helicoides",109766,,"","# counted","ind/analysed sample fraction",2,"reported_aphia_id",1,350,350,"unique_authority_row_candidate","109766","Cochlodinium helicoides","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",350,350,350,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Cochlodinium helicoides",109766,,"","Abundance","ind/l or 100 um pieces/l",2,"reported_aphia_id",1,350,350,"unique_authority_row_candidate","109766","Cochlodinium helicoides","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",350,350,350,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Cochlodinium helicoides",109766,,"","Biovolume concentration","mm3/l",2,"reported_aphia_id",1,350,350,"unique_authority_row_candidate","109766","Cochlodinium helicoides","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",350,350,350,"provider_biovolume_route_requires_registered_carbon_equation"
"DS06","Cochlodinium helicoides",109766,,"","Carbon concentration","ugC/l",2,"reported_aphia_id",1,350,350,"unique_authority_row_candidate","109766","Cochlodinium helicoides","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",350,350,350,"provider_carbon_route_conversion_not_required"
"DS06","Cochlodinium pupa",109773,,"","# counted","ind/analysed sample fraction",1,"reported_aphia_id",1,1525,1525,"unique_authority_row_candidate","109773","Cochlodinium pupa","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",1525,1525,1525,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Cochlodinium pupa",109773,,"","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",1,1525,1525,"unique_authority_row_candidate","109773","Cochlodinium pupa","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",1525,1525,1525,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Cochlodinium pupa",109773,,"","Biovolume concentration","mm3/l",1,"reported_aphia_id",1,1525,1525,"unique_authority_row_candidate","109773","Cochlodinium pupa","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",1525,1525,1525,"provider_biovolume_route_requires_registered_carbon_equation"
"DS06","Cochlodinium pupa",109773,,"","Carbon concentration","ugC/l",1,"reported_aphia_id",1,1525,1525,"unique_authority_row_candidate","109773","Cochlodinium pupa","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",1525,1525,1525,"provider_carbon_route_conversion_not_required"
"DS06","Coelastrum",160550,,"","# counted","ind/analysed sample fraction",13,"reported_aphia_id",1,41,41,"unique_authority_row_candidate","160550","Coelastrum","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",41,41,41,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Coelastrum",160550,,"","Abundance","ind/l or 100 um pieces/l",13,"reported_aphia_id",1,41,41,"unique_authority_row_candidate","160550","Coelastrum","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",41,41,41,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Coelastrum",160550,,"","Biovolume concentration","mm3/l",10,"reported_aphia_id",1,41,41,"unique_authority_row_candidate","160550","Coelastrum","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",41,41,41,"provider_biovolume_route_requires_registered_carbon_equation"
"DS06","Coelastrum",160550,,"","Carbon concentration","ugC/l",13,"reported_aphia_id",1,41,41,"unique_authority_row_candidate","160550","Coelastrum","Genus","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",41,41,41,"provider_carbon_route_conversion_not_required"
"DS06","Coelastrum astroideum",160551,,"","# counted","ind/analysed sample fraction",17,"reported_aphia_id",3,11,41,"multiple_size_or_stage_candidates","160551","Coelastrum astroideum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",11,,41,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum astroideum",160551,,"","Abundance","ind/l or 100 um pieces/l",18,"reported_aphia_id",3,11,41,"multiple_size_or_stage_candidates","160551","Coelastrum astroideum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",11,,41,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum astroideum",160551,,"","Biovolume concentration","mm3/l",16,"reported_aphia_id",3,11,41,"multiple_size_or_stage_candidates","160551","Coelastrum astroideum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",11,,41,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum astroideum",160551,,"","Carbon concentration","ugC/l",17,"reported_aphia_id",3,11,41,"multiple_size_or_stage_candidates","160551","Coelastrum astroideum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",11,,41,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum microporum",163975,,"","# counted","ind/analysed sample fraction",53,"reported_aphia_id",4,6,57,"multiple_size_or_stage_candidates","163975","Coelastrum microporum","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",6,,57,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum microporum",163975,,"","Abundance","ind/l or 100 um pieces/l",53,"reported_aphia_id",4,6,57,"multiple_size_or_stage_candidates","163975","Coelastrum microporum","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",6,,57,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum microporum",163975,,"","Biovolume concentration","mm3/l",45,"reported_aphia_id",4,6,57,"multiple_size_or_stage_candidates","163975","Coelastrum microporum","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",6,,57,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum microporum",163975,,"","Carbon concentration","ugC/l",53,"reported_aphia_id",4,6,57,"multiple_size_or_stage_candidates","163975","Coelastrum microporum","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",6,,57,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum pseudomicroporum",578217,,"","# counted","ind/analysed sample fraction",1,"reported_aphia_id",2,16,29,"multiple_size_or_stage_candidates","578217","Coelastrum pseudomicroporum","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",16,,29,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum pseudomicroporum",578217,,"","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",2,16,29,"multiple_size_or_stage_candidates","578217","Coelastrum pseudomicroporum","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",16,,29,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum pseudomicroporum",578217,,"","Carbon concentration","ugC/l",1,"reported_aphia_id",2,16,29,"multiple_size_or_stage_candidates","578217","Coelastrum pseudomicroporum","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",16,,29,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelastrum sphaericum",164063,,"","# counted","ind/analysed sample fraction",1,"reported_aphia_id",1,129,129,"unique_authority_row_candidate","164063","Coelastrum sphaericum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",129,129,129,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Coelastrum sphaericum",164063,,"","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",1,129,129,"unique_authority_row_candidate","164063","Coelastrum sphaericum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",129,129,129,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Coelastrum sphaericum",164063,,"","Carbon concentration","ugC/l",1,"reported_aphia_id",1,129,129,"unique_authority_row_candidate","164063","Coelastrum sphaericum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",129,129,129,"provider_carbon_route_conversion_not_required"
"DS06","Coelomoron",160568,,"","# counted","ind/analysed sample fraction",3,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160568","Coelomoron","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron",160568,,"","Abundance","ind/l or 100 um pieces/l",3,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160568","Coelomoron","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron",160568,,"","Abundance class","class",1,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160568","Coelomoron","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron",160568,,"","Biovolume concentration","mm3/l",2,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160568","Coelomoron","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron",160568,,"","Carbon concentration","ugC/l",3,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160568","Coelomoron","Genus","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron pusillum",160569,,"","# counted","ind/analysed sample fraction",56,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160569","Coelomoron pusillum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron pusillum",160569,,"","Abundance","ind/l or 100 um pieces/l",60,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160569","Coelomoron pusillum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron pusillum",160569,,"","Abundance class","class",2,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160569","Coelomoron pusillum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron pusillum",160569,,"","Biovolume concentration","mm3/l",47,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160569","Coelomoron pusillum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelomoron pusillum",160569,,"","Carbon concentration","ugC/l",56,"reported_aphia_id",3,1,24,"multiple_size_or_stage_candidates","160569","Coelomoron pusillum","Species","provider_aphia_id_validated_by_worms",3,"accepted_aphia_id",1,,24,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium",146573,,"","# counted","ind/analysed sample fraction",83,"reported_aphia_id",10,0.37,519,"multiple_size_or_stage_candidates","146573","Coelosphaerium","Genus","provider_aphia_id_validated_by_worms",10,"accepted_aphia_id",0.37,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium",146573,,"","Abundance","ind/l or 100 um pieces/l",84,"reported_aphia_id",10,0.37,519,"multiple_size_or_stage_candidates","146573","Coelosphaerium","Genus","provider_aphia_id_validated_by_worms",10,"accepted_aphia_id",0.37,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium",146573,,"","Abundance class","class",2,"reported_aphia_id",10,0.37,519,"multiple_size_or_stage_candidates","146573","Coelosphaerium","Genus","provider_aphia_id_validated_by_worms",10,"accepted_aphia_id",0.37,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium",146573,,"","Biovolume concentration","mm3/l",52,"reported_aphia_id",10,0.37,519,"multiple_size_or_stage_candidates","146573","Coelosphaerium","Genus","provider_aphia_id_validated_by_worms",10,"accepted_aphia_id",0.37,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium",146573,,"","Carbon concentration","ugC/l",83,"reported_aphia_id",10,0.37,519,"multiple_size_or_stage_candidates","146573","Coelosphaerium","Genus","provider_aphia_id_validated_by_worms",10,"accepted_aphia_id",0.37,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium kuetzingianum",177100,,"","# counted","ind/analysed sample fraction",8,"reported_aphia_id",5,3,519,"multiple_size_or_stage_candidates","177100","Coelosphaerium kuetzingianum","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",3,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium kuetzingianum",177100,,"","Abundance","ind/l or 100 um pieces/l",8,"reported_aphia_id",5,3,519,"multiple_size_or_stage_candidates","177100","Coelosphaerium kuetzingianum","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",3,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium kuetzingianum",177100,,"","Biovolume concentration","mm3/l",5,"reported_aphia_id",5,3,519,"multiple_size_or_stage_candidates","177100","Coelosphaerium kuetzingianum","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",3,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium kuetzingianum",177100,,"","Carbon concentration","ugC/l",8,"reported_aphia_id",5,3,519,"multiple_size_or_stage_candidates","177100","Coelosphaerium kuetzingianum","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",3,,519,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium minutissimum",146619,,"","# counted","ind/analysed sample fraction",1,"reported_aphia_id",5,0.3,61,"multiple_size_or_stage_candidates","146619","Coelosphaerium minutissimum","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",0.3,,61,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium minutissimum",146619,,"","Abundance","ind/l or 100 um pieces/l",1,"reported_aphia_id",5,0.3,61,"multiple_size_or_stage_candidates","146619","Coelosphaerium minutissimum","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",0.3,,61,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coelosphaerium minutissimum",146619,,"","Carbon concentration","ugC/l",1,"reported_aphia_id",5,0.3,61,"multiple_size_or_stage_candidates","146619","Coelosphaerium minutissimum","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",0.3,,61,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Coenocystis planctonica",616612,,"","# counted","ind/analysed sample fraction",18,"reported_aphia_id",1,60,60,"unique_authority_row_candidate","616612","Coenocystis planctonica","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",60,60,60,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Coenocystis planctonica",616612,,"","Abundance","ind/l or 100 um pieces/l",18,"reported_aphia_id",1,60,60,"unique_authority_row_candidate","616612","Coenocystis planctonica","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",60,60,60,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Coenocystis planctonica",616612,,"","Biovolume concentration","mm3/l",5,"reported_aphia_id",1,60,60,"unique_authority_row_candidate","616612","Coenocystis planctonica","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",60,60,60,"provider_biovolume_route_requires_registered_carbon_equation"
"DS06","Coenocystis planctonica",616612,,"","Carbon concentration","ugC/l",18,"reported_aphia_id",1,60,60,"unique_authority_row_candidate","616612","Coenocystis planctonica","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",60,60,60,"provider_carbon_route_conversion_not_required"
"DS06","Colacium vesiculosum",249707,,"","# counted","ind/analysed sample fraction",3,"reported_aphia_id",1,54,54,"unique_authority_row_candidate","249707","Colacium vesiculosum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",54,54,54,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Colacium vesiculosum",249707,,"","Abundance","ind/l or 100 um pieces/l",3,"reported_aphia_id",1,54,54,"unique_authority_row_candidate","249707","Colacium vesiculosum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",54,54,54,"candidate_only_method_and_uncertainty_unresolved"
"DS06","Colacium vesiculosum",249707,,"","Biovolume concentration","mm3/l",3,"reported_aphia_id",1,54,54,"unique_authority_row_candidate","249707","Colacium vesiculosum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",54,54,54,"provider_biovolume_route_requires_registered_carbon_equation"
"DS06","Colacium vesiculosum",249707,,"","Carbon concentration","ugC/l",3,"reported_aphia_id",1,54,54,"unique_authority_row_candidate","249707","Colacium vesiculosum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",54,54,54,"provider_carbon_route_conversion_not_required"
"DS06","Comasiella arcuata",,,"","# counted","ind/analysed sample fraction",1,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS06","Comasiella arcuata",,,"","Abundance","ind/l or 100 um pieces/l",1,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS06","Comasiella arcuata",,,"","Biovolume concentration","mm3/l",1,"no_match_key",0,,,"unmatched","","","","reported_name_unresolved",0,"no_accepted_taxonomy",,,,"not_ready_taxonomy_unresolved"
"DS06","Comasiella arcuata",164076,,"","# counted","ind/analysed sample fraction",2,"reported_aphia_id",2,124,178,"multiple_size_or_stage_candidates","164076","Scenedesmus arcuatus","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",124,,178,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Comasiella arcuata",164076,,"","Abundance","ind/l or 100 um pieces/l",2,"reported_aphia_id",2,124,178,"multiple_size_or_stage_candidates","164076","Scenedesmus arcuatus","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",124,,178,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Comasiella arcuata",164076,,"","Biovolume concentration","mm3/l",2,"reported_aphia_id",2,124,178,"multiple_size_or_stage_candidates","164076","Scenedesmus arcuatus","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",124,,178,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Comasiella arcuata",164076,,"","Carbon concentration","ugC/l",2,"reported_aphia_id",2,124,178,"multiple_size_or_stage_candidates","164076","Scenedesmus arcuatus","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",124,,178,"not_ready_multiple_size_or_stage_authority_rows"
"DS06","Comasiella arcuata var. arcuata",1304627,,"","# counted","ind/analysed sample fraction",3,"reported_aphia_id",2,124,178,"multiple_size_or_stage_candidates","1304627","Scenedesmus arcuatus var. arcuatus","Variety","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",124,,178,"not_ready_multiple_size_or_stage_authority_rows"
