"ds_id","reported_taxon_name","reported_aphia_id","reported_size_class","reported_lifeforms","reported_measurement","reported_unit","source_row_count","match_route","peg_candidate_rows","peg_carbon_pg_min","peg_carbon_pg_max","conversion_match_state","accepted_aphia_id","accepted_name","accepted_rank","taxonomy_resolution_state","authority_candidate_rows","authority_match_route","candidate_carbon_pg_lower","candidate_carbon_pg_central","candidate_carbon_pg_upper","conversion_readiness_state"
"DS04","Aphanothece paralleliformis",624961,,"sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",715,"reported_aphia_id",5,0.25,49,"multiple_size_or_stage_candidates","624961","Aphanothece paralleliformis","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",0.25,,49,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Aphanothece parallelliformis",249704,,"phytoplankton","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","249704","Aphanothece parallelliformis","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Ascidiacea",1839,,"meroplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","1839","Ascidiacea","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Asterias",123219,,"","abundance","not_reported_in_plet_export",738,"reported_aphia_id",0,,,"unmatched","123219","Asterias","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Asterias rubens",123776,,"meroplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",720,"reported_aphia_id",0,,,"unmatched","123776","Asterias rubens","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Asterionella frauenfeldii",176362,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",716,"reported_aphia_id",0,,,"unmatched","555052","Thalassionema frauenfeldii","Species","provider_aphia_id_validated_by_worms",7,"accepted_aphia_id",43,,229,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Asterionella glacialis",148955,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","148955","Asterionella glacialis","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Attheya decora",160520,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",4,65,148,"multiple_size_or_stage_candidates","160520","Attheya decora","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",65,,148,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Aurelia aurita",135306,,"gelatinous, meroplankton, carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","135306","Aurelia aurita","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bacteriastrum hyalinum",149119,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",1,728,728,"unique_authority_row_candidate","149119","Bacteriastrum hyalinum","Species","provider_aphia_id_validated_by_worms",1,"accepted_aphia_id",728,728,728,"candidate_only_plet_unit_and_method_unresolved"
"DS04","Bacterosira constricta",1307640,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",2,197,596,"multiple_size_or_stage_candidates","1307640","Bacterosira constricta","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",197,,596,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Balanus",106122,,"crustacean, meroplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",733,"reported_aphia_id",0,,,"unmatched","106122","Balanus","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bellerochea malleus",149306,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","149306","Bellerochea malleus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Beroe",1434803,,"gelatinous, holoplankton, carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","1434803","Beroe","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Biddulphia sinensis",148969,,"diatom, lg_phyto, phytoplankton, tychopelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","148969","Biddulphia sinensis","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Biecheleria halophila",626298,,"dinoflagellate, lg_phyto, phytoplankton, auto_and_mix_dinos","abundance","not_reported_in_plet_export",719,"reported_aphia_id",0,,,"unmatched","626298","Biecheleria halophila","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Binuclearia lauterbornii",575737,,"sm_phyto, phytoplankton","abundance","not_reported_in_plet_export",715,"reported_aphia_id",6,6,64,"multiple_size_or_stage_candidates","162716","Planctonema lauterbornii","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Biota",12,,"","abundance","not_reported_in_plet_export",453,"reported_aphia_id",0,,,"unmatched","12","Biota incertae sedis","Kingdom","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bivalvia",105,,"meroplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","105","Bivalvia","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bosmina",106265,,"crustacean, holoplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","106265","Bosmina","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bosmina (Eubosmina) coregoni",106271,,"crustacean, holoplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","106271","Bosmina (Eubosmina) coregoni","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bougainvillia",117015,,"gelatinous, meroplankton, carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","117015","Bougainvillia","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bougainvillia britannica",117321,,"gelatinous, meroplankton, carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","117321","Bougainvillia britannica","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bougainvillia muscus",117328,,"gelatinous, meroplankton, carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","117328","Bougainvillia muscus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Bougainvillia principis",117329,,"gelatinous, meroplankton, carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","117329","Bougainvillia principis","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Branchiostoma",104902,,"meroplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","104902","Branchiostoma","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Calanoida",1100,,"crustacean, holoplankton, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",1056,"reported_aphia_id",0,,,"unmatched","1100","Calanoida","Order","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Calanus",104152,,"crustacean, holoplankton, lg_copepods, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",974,"reported_aphia_id",0,,,"unmatched","104152","Calanus","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Calanus finmarchicus",104464,,"crustacean, holoplankton, lg_copepods, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",721,"reported_aphia_id",0,,,"unmatched","104464","Calanus finmarchicus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Calanus helgolandicus",104466,,"crustacean, holoplankton, lg_copepods, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",772,"reported_aphia_id",0,,,"unmatched","1805501","Calanus helgolandicus helgolandicus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Caligus",135566,,"crustacean, lg_copepods, copepods","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","135566","Caligus","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Callianassa",107072,,"crustacean","abundance","not_reported_in_plet_export",716,"reported_aphia_id",0,,,"unmatched","107072","Callianassa","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Callinectes sapidus",107379,,"crustacean","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","107379","Callinectes sapidus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Candacia",104157,,"crustacean, holoplankton, lg_copepods, carniv_zoo, copepods","abundance","not_reported_in_plet_export",719,"reported_aphia_id",0,,,"unmatched","104157","Candacia","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Candacia armata",104474,,"crustacean, holoplankton, lg_copepods, carniv_zoo, copepods","abundance","not_reported_in_plet_export",728,"reported_aphia_id",0,,,"unmatched","104474","Candacia armata","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Caprella",101430,,"crustacean","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","101430","Caprella","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Caprella linearis",101839,,"crustacean","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","101839","Caprella linearis","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Caprellidae",101361,,"crustacean, non_carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","101361","Caprellidae","Family","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Carcinus maenas",107381,,"crustacean, meroplankton, non_carniv_zoo","abundance","not_reported_in_plet_export",717,"reported_aphia_id",0,,,"unmatched","107381","Carcinus maenas","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Caromiobenella helgolandica",1381786,,"crustacean, holoplankton, lg_copepods, copepods","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","1381786","Caromiobenella helgolandica","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Centrales",341285,,"diatom, phytoplankton","abundance","not_reported_in_plet_export",799,"reported_aphia_id",0,,,"unmatched","341285","Centrales","Order","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Centropages",104159,,"crustacean, holoplankton, sm_copepods, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",1029,"reported_aphia_id",0,,,"unmatched","104159","Centropages","Genus","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Centropages furcatus",104495,,"crustacean, holoplankton, sm_copepods, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","104495","Centropages furcatus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Centropages hamatus",104496,,"crustacean, holoplankton, sm_copepods, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",1179,"reported_aphia_id",0,,,"unmatched","104496","Centropages hamatus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Centropages typicus",104499,,"crustacean, holoplankton, sm_copepods, non_carniv_zoo, copepods","abundance","not_reported_in_plet_export",806,"reported_aphia_id",0,,,"unmatched","104499","Centropages typicus","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Cephalopoda",11707,,"meroplankton, carniv_zoo","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","11707","Cephalopoda","Class","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Cerataulina bergonii",961694,,"diatom, lg_phyto, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",730,"reported_aphia_id",0,,,"unmatched","961694","Cerataulina bergonii","Species","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Cerianthidae",100684,,"gelatinous","abundance","not_reported_in_plet_export",715,"reported_aphia_id",0,,,"unmatched","100684","Cerianthidae","Family","provider_aphia_id_validated_by_worms",0,"accepted_aphia_id",,,,"not_ready_no_peg_authority_row"
"DS04","Chaetoceros",148985,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",833,"reported_aphia_id",16,2,302,"multiple_size_or_stage_candidates","148985","Chaetoceros","Genus","provider_aphia_id_validated_by_worms",16,"accepted_aphia_id",2,,302,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros affinis",149241,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",6,78,217,"multiple_size_or_stage_candidates","149241","Chaetoceros affinis","Species","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",78,,217,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros borealis",149124,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",6,110,770,"multiple_size_or_stage_candidates","149124","Chaetoceros borealis","Species","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",110,,770,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros castracanei",341473,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",5,144,394,"multiple_size_or_stage_candidates","341473","Chaetoceros castracanei","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",144,,394,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros ceratosporus",149297,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",716,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates","149297","Chaetoceros ceratosporus","Species","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",9,,90,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros ceratosporus var. ceratosporus",163016,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",6,9,90,"multiple_size_or_stage_candidates","163016","Chaetoceros ceratosporus var. ceratosporus","Variety","provider_aphia_id_validated_by_worms",6,"accepted_aphia_id",9,,90,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros circinalis",163019,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",716,"reported_aphia_id",2,201,514,"multiple_size_or_stage_candidates","163019","Chaetoceros circinalis","Species","provider_aphia_id_validated_by_worms",2,"accepted_aphia_id",201,,514,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros contortus",149623,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",4,25,106,"multiple_size_or_stage_candidates","149623","Chaetoceros contortus","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",25,,106,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros convolutus",156611,,"diatom, phytoplankton, pelagic_diatoms","abundance","not_reported_in_plet_export",715,"reported_aphia_id",10,75,402,"multiple_size_or_stage_candidates","156611","Chaetoceros convolutus","Species","provider_aphia_id_validated_by_worms",10,"accepted_aphia_id",75,,402,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros curvisetus",149221,,"diatom, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",719,"reported_aphia_id",4,98,381,"multiple_size_or_stage_candidates","149221","Chaetoceros curvisetus","Species","provider_aphia_id_validated_by_worms",4,"accepted_aphia_id",98,,381,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros danicus",149120,,"diatom, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",718,"reported_aphia_id",11,54,680,"multiple_size_or_stage_candidates","149120","Chaetoceros danicus","Species","provider_aphia_id_validated_by_worms",11,"accepted_aphia_id",54,,680,"not_ready_multiple_size_or_stage_authority_rows"
"DS04","Chaetoceros debilis",149219,,"diatom, phytoplankton, pelagic_diatoms, potentially_toxic/nuisance_diatoms","abundance","not_reported_in_plet_export",718,"reported_aphia_id",5,64,408,"multiple_size_or_stage_candidates","149219","Chaetoceros debilis","Species","provider_aphia_id_validated_by_worms",5,"accepted_aphia_id",64,,408,"not_ready_multiple_size_or_stage_authority_rows"
