"ds_id","monitoring_network","subregion_id","year","sample_count","datetime_precision_count","distinct_utc_hours","time_of_day_support_state","tidal_phase_support_state"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2005,1111,1111,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2006,1062,1062,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2007,957,957,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2008,1100,1100,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2009,1021,1021,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2010,1061,1061,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2011,1079,1079,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2012,1029,1029,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2013,1135,1135,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2014,1269,1269,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2015,1185,1185,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2016,1249,1249,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2017,1018,1018,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2018,996,996,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2019,1017,1017,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS12","CPR_SURVEY","southern_and_central_north_sea",2020,91,91,23,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2000,49,49,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2001,44,44,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2002,42,42,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2003,44,44,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2004,42,42,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2005,46,46,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2006,46,46,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2007,44,44,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2008,48,48,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2009,44,44,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2010,44,44,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2011,39,39,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2012,38,38,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2013,41,41,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2014,44,44,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2015,42,42,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2016,46,46,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2017,38,38,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2018,41,41,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS16","MSS_STONEHAVEN","southern_and_central_north_sea",2019,43,43,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","outside_or_invalid",2014,4114,4114,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","outside_or_invalid",2015,68964,68964,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","outside_or_invalid",2016,17180,17180,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","outside_or_invalid",2017,7122,7122,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","outside_or_invalid",2018,1963,1963,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","outside_or_invalid",2019,52093,52093,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","outside_or_invalid",2020,31418,31418,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","skagerrak_kattegat",2014,161,161,21,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","skagerrak_kattegat",2015,1831,1831,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","skagerrak_kattegat",2016,1926,1926,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","skagerrak_kattegat",2017,1429,1429,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","skagerrak_kattegat",2018,1650,1650,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","skagerrak_kattegat",2019,1649,1649,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","skagerrak_kattegat",2020,1683,1683,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","southern_and_central_north_sea",2014,1206,1206,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","southern_and_central_north_sea",2015,117868,117868,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","southern_and_central_north_sea",2016,33629,33629,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","southern_and_central_north_sea",2017,12623,12623,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","southern_and_central_north_sea",2018,7525,7525,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","southern_and_central_north_sea",2019,75113,75113,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS24","ICES_OSPAR_COMP4","southern_and_central_north_sea",2020,65727,65727,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS26","SMHI_IFCB","skagerrak_kattegat",2016,2743,2743,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS26","SMHI_IFCB","skagerrak_kattegat",2022,80,80,22,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS26","SMHI_IFCB","skagerrak_kattegat",2023,665,665,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS26","SMHI_IFCB","skagerrak_kattegat",2024,373,373,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS26","SMHI_IFCB","southern_and_central_north_sea",2022,36,36,18,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS26","SMHI_IFCB","southern_and_central_north_sea",2023,153,153,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS26","SMHI_IFCB","southern_and_central_north_sea",2024,108,108,24,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS27","HEREON_FERRYBOX","outside_or_invalid",2003,1,1,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS27","HEREON_FERRYBOX","outside_or_invalid",2004,13,13,2,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS27","HEREON_FERRYBOX","outside_or_invalid",2005,2,2,1,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS27","HEREON_FERRYBOX","southern_and_central_north_sea",2002,199,199,9,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS27","HEREON_FERRYBOX","southern_and_central_north_sea",2003,56,56,7,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS27","HEREON_FERRYBOX","southern_and_central_north_sea",2004,216,216,6,"reported_datetime_available","unknown_no_frozen_tide_source"
"DS27","HEREON_FERRYBOX","southern_and_central_north_sea",2005,192,192,6,"reported_datetime_available","unknown_no_frozen_tide_source"
